SEDE,FACULTAD,PROGRAMA O DEPENDENCIA,NOMBRE DE LA ACTIVIDAD,RESPONSABLE(S),COMUNIDAD BENEFICIADA,VOLUNTARIADO,DESDE ASIGNATURA,NOMBRE DE LA ASIGNATURA (Aplica para actividades desde asignatura),NACIONAL,INTERNACIONAL,ESTUDIANTES,DOCENTES,BENEFICIARIOS,AÑO DE RELACIÓN
Tunja,FCSA,PENF,PARTICIPACIÓN EN LA JORNADA DE CARACTERIZACIÓN DE FAMILIAS APADRINADAS DE LA ALCALDÍA MUNICIPAL DE LA CIUDAD DE TUNJA.,DOCENTES PENF,"70 FAMILIAS APADRINADAS, SECRETARÍA DE LA MUJER, ALCALDÍA MUNICIPAL DE TUNJA.",Si,No,,Si,0,0,0,0,2015
Tunja,FCIN,PIME,PARTICIPACIÓN ESiPO IDEA,DOCENTES PROGRAMA PIME,ESTUDIANTES UNIVERSITARIOS Y DE COLEGIOS LOCALES DOCENTES Y ADMINISTRATIVOS DE LA UNIVERSIDAD Y PÚBLICO EN GENERAL,Si,No,,Si,0,0,0,0,2019
Tunja,FCSA,PENF,MÓDULO DE PROMOCIÓN Y PREVENCIÓN EN SALUD SESiUAL Y REPRODUCTIVA,MARTHA CECILIA GÓMEZ LEÓN,320 ADOLESCENTES DE INSTITUCIONES EDUCATIVAS OFICIALES DE LA CIUDAD,No,Si,"CUIDADO INTEGRAL A LA MUJER, AL LACTANTE, AL NIÑO Y AL ADOLESCENTE",Si,0,20,0,0,20142019
Tunja,FADU,PDGR,PEQUEÑAS ACCIONES EN GRANDES FORMATOS” – 100 EN UN DÍA TUNJA,MARCELA ARANGO PINZÓN,"VINCULACIÓN A CIUDADANOS ACTIVOS PARA EL DESARROLLO DE INICIATIVAS QUE PROPENDEN POR UN CAMBIO POSITIVO EN LA CIUDAD, SE ADELANTARON 103 ACCIONES.",Si,No,,Si,0,0,0,0,2016
Tunja,FCSA,PFIT,PEQUEÑOS GIGANTES CRECIENDO A PASOS DE ELEFANTE,BRAYAN ESNEIDER PATIÑO PALMA,NIÑOS DE PÁRVULOS Y PRIMERO DEL COLEGIO PEQUEÑOS GIGANTES,Si,No,,Si,0,0,0,0,2019
Sogamoso,FCJS,PDCP,PERIÓDICO NÓMADA,NÉSTOR MORENO,JÓVENES DE SOGAMOSO,No,Si,SOCIOLOGÍA JURÍDICA,Si,0,0,0,0,2019
Sogamoso,FCJS,PCSO,PERIODISMO DIGITAL: PARA Y POR LA SOCIEDAD.,CAMILA ANDREA BOHÓRQUEZ AUNTA,BARRIO ALTAMIRA,No,Si,ELECTIVA DE PROFUNDIZACIÓN III CIBERPERIODISMO,Si,0,0,0,0,2019
Tunja,FCSA,PFIT,PERSONA MAYOR “CON LOS PIES SOBRE LA TIERRA”,ANDREA VÁSQUEZ MORALES,"67 PERSONAS MAYORES DE CLUB NUEVA VIDA Y 19 PERSONAS MAYORES DE INDEPORTES, 88 ACTIVIDADES.",No,Si,PRÁCTICA DE INTERVENCIÓN PRIMARIA,Si,0,0,0,0,2018
Tunja,FCAC,PAEM,PLAN CERVANTES,VÍCTOR JULIO PARDO,"65 ESTUDIANTES DE GRADO ONCE DE LOS COLEGIOS: COOPERATIVO COOSERVICIOS, CRISTIANO FILADELFIA E INEM CARLOS ARTURO TORRES",Si,No,,Si,0,0,0,0,2015
Tunja,FCJS,PCSO,"PLAN DE CAPACITACIÓN EN FOTOGRAFÍA, PARA EL APROVECHAMIENTO DEL TIEMPO LIBRE.",JAIME ALBERTO PULIDO,60 JÓVENES DE LA FUNDACIÓN TITZY,No,Si,COMUNICACIÓN Y EDUCACIÓN,Si,0,0,0,0,2017
Sogamoso,FCIN,PIAM,PLAN DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS EN EL COLEGIO SAN JOSÉ-SOGAMOSO- BOYACÁ,NATALIA SÁNCHEZ    ,120 PERSONAS DEL COLEGIO SAN JOSÉ.,No,Si,RESIDUOS SOLIDOS,Si,0,0,0,0,2017
Tunja,FCAC,PANI,PLAN DE INTERNACIONALIZACIÓN PARA LAS EMPRESAS DEL DEPARTAMENTO DE BOYACÁ.,OSCAR IVÁN SÁNCHEZ,PEQUEÑA EMPRESA PRODUCTOS LÁCTEOS ARTESANALES Y CAFÉ CULTURA LABORATORIO Y TOSTIÓN S.A.A.,No,Si,INTERNACIONALIZACIÓN DE LA EMPRESA,Si,0,0,0,0,2017
Tunja,FCIN,PIAM,"PLAN DE MANEJO AMBIENTAL EMPRESA DE LÁCTEOS SANTA HELENA, MUNICIPIO DE GÁMEZA (BOYACÁ)",ZULMA ROCHA GIL,15 EMPLEADOS DE LA EMPRESA LÁCTEOS SANTA HELENA,No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Tunja,FCIN,PIAM,PLAN DE MANEJO AMBIENTAL PARA EL CULTIVO DE TOMATE EN INVERNADERO EN EL MUNICIPIO DE SANTA SOFÍA (BOYACÁ),ZULMA ROCHA GIL,"25 PERSONAS (PERSONAL DE SIEMBRA, LABORES AGRÍCOLAS Y PRODUCCIÓN)",No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Tunja,FCIN,PIAM,"PLAN DE MANEJO AMBIENTAL PARA LA GANADERÍA DE LECHE, VEREDA PEÑA BLANCA, MUNICIPIO DE ARCABUCO",ZULMA ROCHA GIL,PROPIETARIO DE LA FINCA Y 3 EMPLEADOS,No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Tunja,FCAC,PAEM,PLAN ESTRATÉGICO: GERENCIA ESTRATÉGICA PARA LAS PEQUEÑAS UNIDADES DE NEGOCIO DEL DEPARTAMENTO DE BOYACÁ,ANDRÉS FELIPE RUIZ,"EMPRESA ARENAS RJJ SAS
ASOCIACIÓN MORATIVA",No,Si,GERENCIA INTEGRAL - GERENCIA ESTRATÉGICA,Si,0,0,0,0,2019
Tunja,FCSA,PENF,"PLANIFICACIÓN FAMILIAR, LACTANCIA MATERNA Y PREVENCIÓN DEL CÁNCER. PREVENCIÓN DE ENFERMEDAD. ",CLARA STELLA PUENTES PARRA Y CINTHYA MARCELA MARTÍNEZ ESCALANTE.,"USUARIOS PUESTOS DE SALUD: RUNTA, FUENTE, SAN ANTONIO Y MUISCAS",Si,No,,Si,0,0,0,0,2015
Tunja,FCJS,PCSO,POETAS BOYACENSES,GLADYS LARA,360 PERSONAS DE LA POBLACIÓN BOYACENSE AL DISFRUTE DEL LENGUAJE POÉTICO Y AL CONOCIMIENTO DE AUTORES DE SU TRADICIÓN CULTURAL.,No,Si,ESPAÑOL,Si,0,0,0,0,2017
Tunja,FCSA,PFIT,PORQUE ME QUIERO ME CUIDO,YOBANA PASTORA MARTÍNEZ,TRABAJADORES DE LA EMPRESA VEOLIA,Si,No,,Si,0,0,0,0,2019
Tunja,FADU,PARQ,"PORTADAS DE TUNJA ""RECONOCER NUESTRO PATRIMONIO""",MARÍA DE PILAR TORRES,"300 PERSONAS VISITANTES ENTRE ARTISTAS, HISTORIADORES, TURISTAS Y ESTUDIANTES DE INSTITUCIONES EDUCATIVAS.",No,Si,ÉTICA PROFESIONAL,Si,0,22,0,0,2016
Tunja,FADU,PDGR,PORTADAS ILUSTRADAS,JAVIER PINZÓN ,"300 PERSONAS, VISITANTES ENTRE ARTISTAS, HISTORIADORES, TURISTAS Y ESTUDIANTES DE INSTITUCIONES EDUCATIVAS.",No,Si,DIBUJO ARTÍSTICO BÁSICO,Si,0,22,0,0,2016
Tunja,FCSA,PFIT,PRÁCTICA OBSERVATORIO DE DISCAPACIDAD E INCLUSIÓN SOCIAL “PODÉIS SER INCLUYENTE E INDEPENDIENTE”,SANDRA LILIANA CHÍA NEIRA,ASOPERDIS 293 PERSONAS Y 54 PERSONAS CON DISCAPACIDAD COGNITIVA FUNDACIÓN CAMPEONES DE AMOR (20 ACCIONES),No,Si,PRÁCTICA DE INTERVENCIÓN PRIMARIA,Si,0,0,0,0,2018
Tunja,FCSA,PIQU,PREVENCIÓN DE CONJUNTIVITIS BACTERIANA,NINI JOHANA VALLEJO CASTILLO ,70 ESTUDIANTES DE LA ESCUELA NORMAL FEMENINA DE TUNJA,No,Si,FUNDAMENTOS Y PROCESOS QUIRÚRGICOS EN OFTALMOLOGÍA,Si,0,10,0,0,2018
Tunja,FCJS,PDCP,"PREVENCIÓN DE DELITOS EN CONTRA DE LA LIBERTAD, INTEGRIDAD Y FORMACIÓN SESiUAL DE MENORES DE 14 AÑOS.",CLARA INÉS PARRA CAMARGO,"PADRES DE FAMILIA Y MENORES DE 14 AÑOS, DE ESTRATO SOCIOCULTURAL 1 Y 2",No,Si,DERECHO DE FAMILIA Y MENORES,Si,0,0,0,0,2019
Tunja,FCSA,PMED,"PREVENCIÓN DE ENFERMEDADES CRÓNICAS NO TRANSMISIBLES
ROTACIÓN DE MASTOLOGÍA",GLORIA EUGENIA CAMARGO,620 PERSONAS 85 MUJERES,No,Si,MEDICINA INTERNA.,Si,0,0,0,0,2018
Sogamoso,FCHE,PSIC,PREVINIENDO PRÁCTICAS NEGATIVAS (SEDE SOGAMOSO),LEIDY JOHANA ESCOBAR GARCÍA,JÓVENES QUE ESTÁN PRESTANDO EL SERVICIO MILITAR EN LA PRIMERA BRIGADA DEL EJÉRCITO NACIONAL,No,Si,PROFUNDIZACIÓN EN PSIC JURÍDICA Y FORENSE,Si,0,0,0,0,2019
Tunja,FADU,PARQ,PRIMER CICLO PASEO,"MARCELA ARANGO
ELMER ROMÁN",ENTIDADES SIN ÁNIMO DE LUCRO,Si,No,,Si,0,0,0,0,2019
Tunja,FADU,PDGR,PRODUCCIÓN DEL PERIÓDICO ESiPLORADORES,NANCY QUIROGA,"INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ, 185 ESTUDIANTES DE BÁSICA PRIMARIA.",No,Si,GRÁFICA DIGITAL DIAGRAMACIÓN,Si,0,12,0,0,2015
Tunja,FCHE,PSIC,PROGRAMA DE PROMOCIÓN EN SALUD MENTAL PARA GENERAR HABILIDADES PARA LA VIDA.,CIELO LÓPEZ GUERRERO,500 ADOLESCENTES INTERNOS DE LA “CIUDADELA LA LINDA DEL MUNICIPIO DE MANIZALES”,No,Si,PSIC APLICADA AL CONTESiTO JURÍDICO Y FORENSE Y PSICOPATOLOGÍA,Si,0,0,0,0,2018
Tunja,FCSA,PENF,PROGRAMA RADIAL: DIÁLOGOS DEL CUIDADO.,OMAR IVAN VARGAS ,40 PROGRAMAS RADIALES DIRIGIDOS A LA COMUNIDAD DEL MUNICIPIO DE SORACÁ.,No,Si,CUIDADO INTEGRAL AL ADULTO,Si,0,0,0,0,2018
Tunja,FCJS,PCSO,PROMOCIÓN DE CAPACIDADES COMUNICATIVAS EN JÓVENES DE LA FUNDACIÓN TYTZY COMO ESTRATEGIA PARA EL USO CREATIVO DEL TIEMPO LIBRE,JAIME PULIDO,COMUNIDAD DE JÓVENES DE LA FUNDACIÓN TYTZY.,No,Si,COMUNICACIÓN Y EDUCACIÓN,Si,0,0,0,0,20182019
Tunja,FCIN,PIIN,PRIMER SEMINARIO DE FORTALECIMIENTO SOCIAL Y EMPRESARIAL PARA PEQUEÑAS UNIDADES PRODUCTIVAS DE PAIPA Y BOYACÁ,"LAURA SiIMENA OJEDA BARAJAS
LUISA FERNANDA GONZÁLEZ GUTIÉRREZ
ANA MERCEDES FRAILE BENÍTEZ
ÁNGEL ALESiANDER ZIPAQUIRÁ VARGAS",MICROEMPRESAS DEL SECTOR ALIMENTOS DE BOYACÁ- PAIPA,Si,No,,Si,0,2,0,0,2019
Tunja,FCJS,PCSO,PROMOCIÓN DE LA COMUNICACIÓN PARA EL DESARROLLO HUMANO Y SOCIAL (VINCULARTE),JAIME PULIDO,55 PERSONAS DE LAS COMUNIDADES VULNERABLES DE TUNJA.,No,Si,COMUNICACIÓN PARA EL DESARROLLO,Si,0,0,0,0,2017
Tunja,FCSA,PFIT,PROMOCIÓN DE LA SALUD,PAOLA ALBA,EQUIPO INTERDISCIPLINARIO DE SALUD Y PADRES DE FAMILIA.,Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PMED,PROMOCIÓN DE LA SALUD Y PREVENCIÓN DE ENFERMEDAD. PREVENCIÓN DE LAS ENFERMEDADES DE SENO.,GLORIA EUGENIA CAMARGO,USUARIOS PUESTO DE SALUD: LA FUENTE,Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PMED,PROMOCIÓN DE ESTILOS DE VIDA EN LOS NIÑOS Y NIÑAS EN EDAD ESCOLAR Y PREESCOLAR DE LAS INSTITUCIONES EDUCATIVAS DE TUNJA,"NUBIA AGUILAR
RUTH GOYENECHE 
IVÁN PARADA","656 ESTUDIANTES I. E. JULIUS SIEBER
1022 ESTUDIANTES I. E. GONZALO SUÁREZ RENDÓN
592 ESTUDIANTES I.E. SILVINO RODRÍGUEZ DE TUNJA",No,Si,SALUD FAMILIAR Y COMUNITARIA 2,Si,0,85,0,0,2018
Tunja,FCSA,PMED,PROMOCIÓN Y MANTENIMIENTO DE LA SALUD. ACTIVIDADES NUTRICIONALES CON LOS NIÑOS MENORES DE 7 AÑOS,KATHERÍN MARIÑO,560 NIÑOS Y NIÑAS DE LA CIUDAD DE TUNJA.,No,Si,PEDIATRÍA. ROTACIÓN DE PROMOCIÓN Y PREVENCIÓN,Si,0,26,0,0,20142019
Tunja,FCSA,PBLC,"PROMOCIÓN Y PREVENCIÓN PARA LA SALUD SESiUAL Y REPRODUCTIVA”, EL CUAL SE ALIMENTA DE ACCIONES COMO: FRENTE AL VIH/SIDA INFORMÉMONOS TODOS CUIDÉMONOS TODOS” INFECCIONES DE TRANSMISIÓN SESiUAL (ITS)",YALINE SÁNCHEZ,"ESTUDIANTES DE DÉCIMO GRADO, PERTENECIENTES A LA MODALIDAD DE ATENCIÓN A LA PRIMERA INFANCIA DE LOS COLEGIOS; GIMNASIO GRAN COLOMBIANO Y GUSTAVO ROJAS PINILLA.",No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,0,0,0,2019
Tunja,FCSA,PMED,"PROMOVIENDO CONOCIMIENTOS SOBRE LA PREVENCIÓN Y DETECCIÓN TEMPRANA DEL CÁNCER DE MAMA Y CÁNCER DE CÉRVISi,","LAURA MOJICA, ANGÉLICA RODRÍGUEZ, SERGIO SÁNCHEZ, LEONARDO VELANDIA, NUBIA AIDÉ AGUILAR.",MUJERES MAYORES DE 25 AÑOS DEL BARRIO PINOS DE ORIENTE DE TUNJA.,No,Si,GINECOOBSTETRICIA,Si,0,0,0,0,2016
Tunja,FCSA,PENF,PROMOVIENDO ENTORNOS SALUDABLES EN EL HOGAR GERIÁTRICO Y COMEDOR DE LA CIUDAD DE TUNJA,ISABEL CRISTINA FLÓREZ,38 ADULTOS MAYORES PARTICIPANTES DE LA ASOCIACIÓN APRENDIENDO A CONSTRUIR,No,Si,,Si,0,0,0,0,2019
Tunja,FCAC,PAEM,"PROPUESTA DE MEJORAMIENTO PARA LAS PEQUEÑAS EMPRESAS DEL DEPARTAMENTO DE BOYACÁ, ENFOCADA AL ANÁLISIS Y DESCRIPCIÓN DE PUESTOS DE TRABAJO.",MARGHY ANDREA MONROY AVELLA,PEQUEÑAS EMPRESAS DEL DEPARTAMENTO DE BOYACÁ,No,Si,GERENCIA DEL TALENTO HUMANO,Si,0,0,0,0,2016
Tunja,FADU,PDGR,PROPUESTAS GRÁFICAS PARA PRODUCTOS DE POSADAS CAMPESINAS,NANCY QUIROGA,PROPIETARIOS DE LAS POSADAS CAMPESINAS DE LA PROVINCIA DE BAJO RICAURTE,No,Si,DISEÑO DE EMPAQUES,Si,0,23,0,0,2015
Sogamoso,FCAC,PAEM,PROPUESTAS PARA PLANES DE RESPONSABILIDAD SOCIAL EMPRESARIAL EN PEQUEÑAS EMPRESAS DE SOGAMOSO.,OSCAR IVÁN SÁNCHEZ,8 MICROEMPRESAS DE LA CIUDAD DE SOGAMOSO.,No,Si,ELECTIVA DE PROFUNDIZACIÓN I,Si,0,0,0,0,2017
Tunja,FCSA,PMED,PROMOCIÓN Y PREVENCIÓN PARA LA SALUD SESiUAL Y REPRODUCTIVA,RUTH JAEL ROBLES,INSTITUCIÓN EDUCATIVA CARLOS ARTURO TORRES DE TUNJA,No,Si,SALUD SESiUAL Y REPRODUCTIVA. ROTACIÓN CLÍNICA,Si,0,20,0,0,20142019
Tunja,FCIN,PIAM,PROYECTO AMBIENTAL ENFOCADO A CONCIENTIZAR A LA NIÑEZ,JULIE ANDREA GIL GÓMEZ,18 NIÑOS DE PREESCOLAR DEL CENTRO DE BIENESTAR BAUDILIO ACERO DE TUNJA.,No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Tunja,FCSA,PENF,"PROYECTO EDUCATIVO EN SALUD, DESDE LA INVESTIGACIÓN ACCIÓN PEDAGÓGICA, A LAS PERSONAS CON ENFERMEDAD CRÓNICA HIPERTENSIÓN Y DIABETES, SUS CUIDADORES Y FAMILIAS DURANTE EL AÑO 2019.",IVÁN PARADA ,24 FAMILIAS DEL MUNICIPIO DE SORACÁ.,No,Si,CUIDADO INTEGRAL AL ADULTO,Si,0,0,0,0,2018
Tunja,FCSA,PENF,"PROYECTO EDUCATIVO EN SALUD, DESDE LA INVESTIGACIÓN ACCIÓN PEDAGÓGICA, A LAS PERSONAS CON ENFERMEDAD CRÓNICA HIPERTENSIÓN Y DIABETES, SUS CUIDADORES Y FAMILIAS.",JAIME HUMBERTO GONZÁLEZ BARBOSA ,16 PACIENTES Y SUS FAMILIAS DE LAS VEREDAS PUENTE HAMACA Y FAITOQUE DEL MUNICIPIO DE SORACÁ.,No,Si,CUIDADO DE ENFERMERÍA A COMUNIDADES,Si,0,0,0,0,2018
Tunja,FCIN,PIIN,PROYECTO SOCIAL ESTUDIANTIL DE APOYO A COMUNIDADES VULNERABLES,ÀNGEL ZIPAQUIRÁ,87 ADULTOS DE LA COMUNIDADES DEL ASILO SAN JOSÉ Y FUNDACIÓN MILAGROS DE AMOR Y 53 DE LA FUNDACIÓN SALVA Y EN EL ORFANATO “CASA HOGAR DE SANTA ROSA DE VITERBO”.,No,Si,ÉTICA PROFESIONAL,Si,0,0,0,0,2017
Tunja,FCIN,PIIN,"PROYECTO SOCIAL ESTUDIANTIL DE APOYO A COMUNIDADES VULNERABLES ANCIANATO MUNICIPIO DE RAMIRIQUÍ - BOYACÁ, 201620",ÀNGEL ZIPAQUIRÁ,40 ADULTOS MAYORES PARA PROVEER LA DESPENSA Y EL VESTUARIO EN EL ANCIANATO DEL MUNICIPIO DE RAMIRIQUÍ-BOYACÁ.,No,Si,ÉTICA PROFESIONAL,Si,0,0,0,0,2016
Tunja,FCIN,PIIN,PROYECTO SOCIAL ESTUDIANTIL DE APOYO A COMUNIDADES VULNERABLES NIÑOS SECTOR ALTAMIRA PERIODO 201610,ÀNGEL ZIPAQUIRÁ,"170 NIÑOS, CELEBRACIÓN DEL DÍA DEL NIÑO A POBLACIÓN INFANTIL DEL SECTOR DE ALTAMIRA, VARÓN GALLEGO DE LA CIUDAD DE TUNJA.",No,Si,ÉTICA PROFESIONAL,Si,0,0,0,0,2016
Tunja,FCJS,PCSO,"PROYECTOS EDUCOMUNICATIVOS PARA FORTALECER COMPETENCIAS COMUNICATIVAS Y PROCESOS CREATIVOS EN INSTITUCIONES EDUCATIVAS, COMUNIDADES ORGANIZADAS O FUNDACIONES DE BOYACÁ.",JAIME PULIDO,"INSTITUCIÓN EDUCATIVA RÍO DE PIEDRAS DE TUTA.
FUNDACIÓN TYTZY
I. E. INEM CARLOS ARTURO TORRES
FUNDACIÓN PEDAGÓGICA RAYUELA DE TUNJA.
GIMNASIO GALILEO GALILEI DE TUNJA.
I. E. SILVINO RODRÍGUEZ DE TUNJA.
I. E. SAN FELIPE DE CUCAITA.
ASOCIACIÓN DE MUJERES POR EL DERECHO A LA EDUCACIÓN, AL TRABAJO Y LA VIVIENDA (ASMUTRAVIV).",No,Si,COMUNICACIÓN Y EDUCACIÓN,Si,0,0,0,0,2019
Tunja,FCSA,PTRE,PRUEBAS DE FUNCIÓN PULMONAR Y CAMINATAS DE 6 MINUTOS PARA DETERMINAR TOLERANCIA AL EJERCICIO. PROMOCIÓN DE LA SALUD,"ADRIANA SOFÍA VALERO, SANDRA PATRICIA CORREDOR, MARÍA DEL PILAR ROJAS LAVERDE, MAGDA TIZIANA SAAVEDRA Y ALBA YANIRA POLANÍA ROBAYO",USUARIOS E.S.E HOSPITAL SAN RAFAEL DE TUNJA ,No,No,,,Si,0,0,0,2015
Tunja,FCHE,PSIC,PSIC JURÍDICA Y SISTEMA DE RESPONSABILIDAD PENAL PARA ADOLESCENTES,MILDRED VIANCHÁ,150 ADOLESCENTES INTERNOS DEL CENTRO JUVENIL AMIGONIANO.,No,Si,PSIC APLICADA AL CONTESiTO JURÍDICO Y FORENSE. ,,Si,0,0,0,2017
Tunja,FCSA,PMED,"PROMOCIÓN Y PREVENCIÓN. ATENCIÓN, VALORACIÓN DE ESCALA ABREVIADA AD-3 ",KATHERIN MARIÑO,NIÑOS MENORES DE DE 7 AÑOS QUE ASISTEN A LA ESE SANTIAGO DE TUNJA,No,Si,PEDIATRÍA. ROTACIÓN DE PREVENCIÓN Y PROMOCIÓN,,Si,26,0,0,20142019
Tunja,FCJS,PDCP,RADIO AMBIENTAL,NÉSTOR MORENO,COMUNIDAD GENERAL,No,Si,DERECHO AMBIENTAL,,Si,0,0,0,2019
Tunja,FCIN,PIAM,RALLY EDUCATIVO PARA LA ENSEÑANZA Y APRENDIZAJE DE LOS FUNDAMENTOS DE EDUCACIÓN AMBIENTAL,JULIE ANDREA GIL GÓMEZ,22 NIÑOS DE CUARTO GRADO DEL COLEGIO GIMNASIO JUAN DE CASTELLANOS- TUNJA,No,Si,EDUCACIÓN AMBIENTAL,,Si,0,0,0,2017
Tunja,FCSA,PENF,REANIMACIÓN CARDIOPULMONAR BÁSICA EN ESCOLARES. “SALVANDO VIDAS”.,LEIDY YEMILE VARGAS ,40 ESTUDIANTES CAPACITADOS DURANTE LAS JORNADAS.,No,Si,"CUIDADO DE ENFERMERÍA EN URGENCIAS, UCI Y SALAS DE CIRUGÍA",Si,0,0,0,0,2018
Tunja,FADU,PDGR,RECICLATON,NANCY QUIROGA,78 NIÑOS ESTUDIANTES Y 5 PROFESORES DE LA ESCUELA SEDE RURAL DEL INSTITUTO EDUCATIVO GUSTAVO ROJAS PINILLA VEREDA LA ESPERANZA.,No,Si,"TALLER II DISEÑO, COMPOSICIÓN, FORMA Y FUNCIÓN DE PARQ",Si,0,0,0,0,2015
Tunja,FADU,PARQ,RECONOCER EL PATRIMONIO SAN FRANCISCO,MARÍA LEONOR MESA ,300 PERSONAS QUE RECONOCEN EL PATRIMONIO DE TEMPLO Y CONVENTO DE SAN FRANCISCO TUNJA,No,Si,HISTORIA DE LA PARQ,Si,0,21,0,0,2016
Tunja,FCHE,DEHU,RECONOCIENDO AL OTRO: LA EDUCACIÓN INCLUSIVA BASADA EN EL APRENDIZAJE COOPERATIVO PARA PROMOVER LOS VALORES DEL RESPETO E IGUALDAD.,PAULA AVENDAÑO NUMPAQUE,28 ESTUDIANTES DE 8° DE BACHILLERATO DE LA SEDE RUNTA ABAJO.,No,Si,ÉTICA GENERAL,Si,0,0,0,0,2017
Tunja,FCJS,PDCP,REFORMA AL MANUAL DE CONVIVENCIA COLEGIO JULIUS SIEBER,LUIS HERNANDO BARÓN,"ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA JULIUS SIEBER DE LA CIUDAD DE TUNJA, DE LOS GRADOS SESiTO A UNDÉCIMO.",Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PTRE,REHABILITACIÓN CARDIOPULMONAR EN UN GRUPO DE ADULTOS MAYORES DEL HOGAR GERIÁTRICO,FLOR ÁNGELA UMBACÍA SALAS,20 ADULTOS MAYORES ADSCRITOS AL PROGRAMA ADULTO MAYOR DEL CENTRO VIDA DE LA CIUDAD DE TUNJA,No,Si,"REHABILITACIÓN CARDÍACA, REHABILITACIÓN PULMONAR.",Si,0,0,0,0,2016
Tunja,FCJS,PCSO,RESCATE CULTURAL A TRAVÉS DE LA ESiPRESIÓN ORAL,JAIME PULIDO,40 ESTUDIANTES DEL CURSO 11-01 INSTITUTO PANAMERICANO PUENTE DE BOYACÁ.,Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PTRE,"RESPIRANDO PROMOVIENDO TU SALUD CARDIORRESPIRATORIA: ACCIONES: CULTURA DE VIDA SIN CONSUMO DE CIGARRILLO, RUMBATERAPIA, SALVANDO VIDAS E INFECCIÓN RESPIRATORIA AGUDA","FLOR ÁNGELA UMBACIA, ALBA YANIRA POLANÍA ROBAYO, SANDRA PATRICIA CORREDOR",256 PERSONAS BENEFICIADAS DE INSTITUCIONES EDUCATIVAS DE LA CIUDAD DE TUNJA.,No,Si,"PRÁCTICA CLÍNICA Y PROYECCIÓN COMUNITARIA CONSULTA ESiTERNA – HOSPITALIZACIÓN, PRÁCTICA CLÍNICA URGENCIAS, PRÁCTICA CLÍNICA UCI ADULTO Y CARDIOVASCULAR, PRÁCTICA CLÍNICA UCI NEONATAL Y PEDIÁTRICA",Si,0,0,0,0,2018
Tunja,FCSA,PFIT,RETOMANDO ESTILOS DE VIDA SALUDABLE EN ADULTOS MAYORES,JAIME HUMBERTO GONZÁLEZ BARBOSA ,"47 PERSONAS (ESTUDIANTES 5 DE PRIMARIA COLEGIO CRAYOLA MÁGICA, ANCIANATO “MI CASA”, ADOLECENTES INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ Y FUNDACIÓN CAMPEONES DE AMOR.",No,Si,CUIDADO A COMUNIDADES ,Si,0,0,0,0,2018
Tunja,FCHE,PSIC,REUTILIZO Y RE-CREO PARA MEJORAR MI MEDIO AMBIENTE,CLARA VILLAMIL,FOMENTO DE CONCIENCIA ECOLÓGICA EN 29 ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL.,Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PIQ,RIESGO CARDIOVASCULAR VS ESTILOS DE VIDA SALUDABLE,DEICY ROCIO CAMACHO QUINTERO,I.E GABRIEL GARCÍA MÁRQUEZ,Si,No,,Si,0,0,0,0,2019
Tunja,FCSA,PMED,ROTACIÓN DE MASTOLOGÍA,GLORIA EUGENIA CAMARGO VILLALBA,80 MUJERES BENEFICIARIAS EN EL PUESTO DE SALUD DEL BARRIO LA FUENTE,No,Si,GINECOOBSTETRICA,Si,0,20,0,0,20142019
Tunja,FCSA,PMED,ROTACIÓN DE PROMOCIÓN DE LA SALUD Y PREVENCIÓN DE ENFERMEDADES CRÓNICAS NO TRANSMISIBLES,JULIETH RODRÍGUEZ ROBAYO,1230 PERSONAS INSCRITAS EN EL CENSO DE ENFERMEDADES CRÓNICAS NO TRANSMISIBLES DE LA ESE SANTIAGO DE TUNJA. ,No,Si,MEDICINA INTERNA,Si,0,31,0,0,20142019
Tunja,FCSA,PMED,ROTACIÓN EN EDUCACIÓN SESiUAL,RUTH JAEL ROBLES,"475 ADOLESCENTES DE LA CIUDAD DE TUNJA.
INSTITUCIÓN EDUCATIVA CARLOS ARTURO TORRES",No,Si,GINECOBSTETRICIA,Si,0,20,0,0,20142019
Tunja,FCSA,PTRE,SALVANDO VIDAS,"FLOR ÁNGELA UMBACIA SALAS
CAROLINA PIRACHICÁN
ADRIANA SOFÍA VALERO",JÓVENES DE INSTITUCIONES EDUCATIVAS DE TUNJA,No,Si,PRÁCTIC CLÍNICA V SEMESTRE,Si,0,0,0,0,2019
